;N2;N3;N4;N5;N6;N7;N8;N9;N10;N11;N12;N13;N14;N15;N16
8725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8726;108831.94289317261;108831.94289317261;108831.94289317261;0;108831.94289317261;108831.94289317261;108831.94289317261;108831.94289317261;0;108831.94289317261;108831.94289317261;0;108831.94289317261;0;0
8727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8728;0;0;0;116960.49546364511;0;0;0;0;120832.09465786205;0;0;116960.49546364511;0;116960.49546364511;116960.49546364511
8729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8732;0;0;0;0;0;0;0;0;124349.01966619401;0;0;0;0;0;0
8733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8734;0;0;0;105375.55686651496;0;0;0;0;0;0;0;105375.55686651496;0;105375.55686651496;105375.55686651496
8735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8736;101516.9421997115;101516.9421997115;101516.9421997115;0;101516.9421997115;101516.9421997115;101516.9421997115;101516.9421997115;127063.27619445774;101516.9421997115;101516.9421997115;0;101516.9421997115;0;0
8737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8740;0;0;0;111148.35050785734;0;0;0;0;134004.90620809887;0;0;111148.35050785734;0;111148.35050785734;111148.35050785734
8741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8743;0;0;0;0;0;0;0;0;105940.88479007533;0;0;0;0;0;0
8744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8745;101782.9172161246;101782.9172161246;101782.9172161246;0;101782.9172161246;101782.9172161246;101782.9172161246;101782.9172161246;0;101782.9172161246;101782.9172161246;0;101782.9172161246;0;0
8746;0;0;0;121689.36611968638;0;0;0;0;110627.45818034347;0;0;121689.36611968638;0;121689.36611968638;121689.36611968638
8747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8749;0;0;0;0;0;0;0;0;115872.57254803526;0;0;0;0;0;0
8750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8751;0;0;0;108772.98861362907;0;0;0;0;0;0;0;108772.98861362907;0;108772.98861362907;108772.98861362907
8752;0;0;0;0;0;0;0;0;116528.48638268316;0;0;0;0;0;0
8753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8754;112767.36155078442;112767.36155078442;112767.36155078442;0;112767.36155078442;112767.36155078442;112767.36155078442;112767.36155078442;0;112767.36155078442;112767.36155078442;0;112767.36155078442;0;0
8755;0;0;0;0;0;0;0;0;114712.13294203409;0;0;0;0;0;0
8756;0;0;0;107438.1756758923;0;0;0;0;0;0;0;107438.1756758923;0;107438.1756758923;107438.1756758923
8757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8758;0;0;0;0;0;0;0;0;107907.04967305165;0;0;0;0;0;0
8759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8762;0;0;0;108690.79569302558;0;0;0;0;123194.85428344898;0;0;108690.79569302558;0;108690.79569302558;108690.79569302558
8763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8764;105776.73321293661;105776.73321293661;105776.73321293661;0;105776.73321293661;105776.73321293661;105776.73321293661;105776.73321293661;0;105776.73321293661;105776.73321293661;0;105776.73321293661;0;0
8765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8766;0;0;0;0;0;0;0;0;111295.26653311013;0;0;0;0;0;0
8767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8769;0;0;0;108011.58804891101;0;0;0;0;0;0;0;108011.58804891101;0;108011.58804891101;108011.58804891101
8770;0;0;0;0;0;0;0;0;107784.82621382302;0;0;0;0;0;0
8771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8774;0;0;0;0;0;0;0;0;105479.20134251672;0;0;0;0;0;0
8775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8776;103715.36992882138;103715.36992882138;103715.36992882138;102936.35519792761;103715.36992882138;103715.36992882138;103715.36992882138;103715.36992882138;0;103715.36992882138;103715.36992882138;102936.35519792761;103715.36992882138;102936.35519792761;102936.35519792761
8777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8778;0;0;0;0;0;0;0;0;102072.21774508354;0;0;0;0;0;0
8779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8782;0;0;0;0;0;0;0;0;102673.29531668713;0;0;0;0;0;0
8783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8784;0;0;0;114871.8184251855;0;0;0;0;0;0;0;114871.8184251855;0;114871.8184251855;114871.8184251855
8785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8786;0;0;0;0;0;0;0;0;101421.09534471712;0;0;0;0;0;0
8787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8789;107384.83978097647;107384.83978097647;107384.83978097647;0;107384.83978097647;107384.83978097647;107384.83978097647;107384.83978097647;0;107384.83978097647;107384.83978097647;0;107384.83978097647;0;0
8790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8791;0;0;0;0;0;0;0;0;125286.5551030048;0;0;0;0;0;0
8792;0;0;0;112674.92869497147;0;0;0;0;0;0;0;112674.92869497147;0;112674.92869497147;112674.92869497147
8793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8796;0;0;0;0;0;0;0;0;124335.19527532416;0;0;0;0;0;0
8797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8800;0;0;0;112280.65665646337;0;0;0;0;0;0;0;112280.65665646337;0;112280.65665646337;112280.65665646337
8801;0;0;0;0;0;0;0;0;126188.04311247295;0;0;0;0;0;0
8802;106161.65301991114;106161.65301991114;106161.65301991114;0;106161.65301991114;106161.65301991114;106161.65301991114;106161.65301991114;0;106161.65301991114;106161.65301991114;0;106161.65301991114;0;0
8803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8805;0;0;0;0;0;0;0;0;108938.25529405412;0;0;0;0;0;0
8806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8807;0;0;0;106319.5077764761;0;0;0;0;0;0;0;106319.5077764761;0;106319.5077764761;106319.5077764761
8808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8809;0;0;0;0;0;0;0;0;108386.46315809239;0;0;0;0;0;0
8810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8813;0;0;0;0;0;0;0;0;107083.02393987923;0;0;0;0;0;0
8814;105756.57205201015;105756.57205201015;105756.57205201015;105867.91897359662;105756.57205201015;105756.57205201015;105756.57205201015;105756.57205201015;0;105756.57205201015;105756.57205201015;105867.91897359662;105756.57205201015;105867.91897359662;105867.91897359662
8815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8817;0;0;0;0;0;0;0;0;112599.45499330445;0;0;0;0;0;0
8818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8821;0;0;0;110522.35217702237;0;0;0;0;111746.49389644503;0;0;110522.35217702237;0;110522.35217702237;110522.35217702237
8822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8825;0;0;0;0;0;0;0;0;111997.30448271213;0;0;0;0;0;0
8826;109580.58657586809;109580.58657586809;109580.58657586809;0;109580.58657586809;109580.58657586809;109580.58657586809;109580.58657586809;0;109580.58657586809;109580.58657586809;0;109580.58657586809;0;0
8827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8828;0;0;0;111312.6855163506;0;0;0;0;0;0;0;111312.6855163506;0;111312.6855163506;111312.6855163506
8829;0;0;0;0;0;0;0;0;115058.05954181835;0;0;0;0;0;0
8830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8833;0;0;0;0;0;0;0;0;114405.63907005146;0;0;0;0;0;0
8834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8835;0;0;0;112018.24370897141;0;0;0;0;0;0;0;112018.24370897141;0;112018.24370897141;112018.24370897141
8836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8837;101554.05644664263;101554.05644664263;101554.05644664263;0;101554.05644664263;101554.05644664263;101554.05644664263;101554.05644664263;111545.86899643038;101554.05644664263;101554.05644664263;0;101554.05644664263;0;0
8838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8841;0;0;0;0;0;0;0;0;109138.53769861581;0;0;0;0;0;0
8842;0;0;0;107672.78050114748;0;0;0;0;0;0;0;107672.78050114748;0;107672.78050114748;107672.78050114748
8843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8845;0;0;0;0;0;0;0;0;108837.6733188523;0;0;0;0;0;0
8846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8849;106916.52348855624;106916.52348855624;106916.52348855624;108265.23949767344;106916.52348855624;106916.52348855624;106916.52348855624;106916.52348855624;111094.47734818298;106916.52348855624;106916.52348855624;108265.23949767344;106916.52348855624;108265.23949767344;108265.23949767344
8850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8853;0;0;0;0;0;0;0;0;116363.13912068408;0;0;0;0;0;0
8854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8856;0;0;0;112160.03931052511;0;0;0;0;0;0;0;112160.03931052511;0;112160.03931052511;112160.03931052511
8857;0;0;0;0;0;0;0;0;110041.62328667309;0;0;0;0;0;0
8858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8861;106789.14684341755;106789.14684341755;106789.14684341755;0;106789.14684341755;106789.14684341755;106789.14684341755;106789.14684341755;102272.92226454239;106789.14684341755;106789.14684341755;0;106789.14684341755;0;0
8862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8864;0;0;0;112395.49092466541;0;0;0;0;0;0;0;112395.49092466541;0;112395.49092466541;112395.49092466541
8865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8866;0;0;0;0;0;0;0;0;117029.19868325535;0;0;0;0;0;0
8867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8871;0;0;0;0;0;0;0;0;111778.58537209177;0;0;0;0;0;0
8872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8873;0;0;0;112686.72052541962;0;0;0;0;0;0;0;112686.72052541962;0;112686.72052541962;112686.72052541962
8874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8875;101597.69961265067;101597.69961265067;101597.69961265067;0;101597.69961265067;101597.69961265067;101597.69961265067;101597.69961265067;0;101597.69961265067;101597.69961265067;0;101597.69961265067;0;0
8876;0;0;0;0;0;0;0;0;103835.98528066314;0;0;0;0;0;0
8877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8882;0;0;0;101987.92963229046;0;0;0;0;120858.19376164928;0;0;101987.92963229046;0;101987.92963229046;101987.92963229046
8883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8887;0;0;0;0;0;0;0;0;101988.45456351746;0;0;0;0;0;0
8888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8891;107617.6666289176;107617.6666289176;107617.6666289176;107154.30116981943;107617.6666289176;107617.6666289176;107617.6666289176;107617.6666289176;0;107617.6666289176;107617.6666289176;107154.30116981943;107617.6666289176;107154.30116981943;107154.30116981943
8892;0;0;0;0;0;0;0;0;111828.7518970754;0;0;0;0;0;0
8893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8897;0;0;0;0;0;0;0;0;122683.8635615395;0;0;0;0;0;0
8898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8899;0;0;0;110480.10616549982;0;0;0;0;0;0;0;110480.10616549982;0;110480.10616549982;110480.10616549982
8900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8901;0;0;0;0;0;0;0;0;102923.82051689674;0;0;0;0;0;0
8902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8904;106734.47395237509;106734.47395237509;106734.47395237509;0;106734.47395237509;106734.47395237509;106734.47395237509;106734.47395237509;0;106734.47395237509;106734.47395237509;0;106734.47395237509;0;0
8905;0;0;0;0;0;0;0;0;107032.93768648275;0;0;0;0;0;0
8906;0;0;0;104430.20943044203;0;0;0;0;0;0;0;104430.20943044203;0;104430.20943044203;104430.20943044203
8907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8909;0;0;0;0;0;0;0;0;108586.97361971128;0;0;0;0;0;0
8910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8913;0;0;0;107193.2353399263;0;0;0;0;109339.09564716907;0;0;107193.2353399263;0;107193.2353399263;107193.2353399263
8914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8916;106262.84555294306;106262.84555294306;106262.84555294306;0;106262.84555294306;106262.84555294306;106262.84555294306;106262.84555294306;0;106262.84555294306;106262.84555294306;0;106262.84555294306;0;0
8917;0;0;0;0;0;0;0;0;109489.52860532372;0;0;0;0;0;0
8918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8920;0;0;0;107616.29957645727;0;0;0;0;0;0;0;107616.29957645727;0;107616.29957645727;107616.29957645727
8921;0;0;0;0;0;0;0;0;109539.67495738209;0;0;0;0;0;0
8922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8925;0;0;0;0;0;0;0;0;110191.60796943863;0;0;0;0;0;0
8926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8927;0;0;0;108406.13711595461;0;0;0;0;0;0;0;108406.13711595461;0;108406.13711595461;108406.13711595461
8928;107308.58729082985;107308.58729082985;107308.58729082985;0;107308.58729082985;107308.58729082985;107308.58729082985;107308.58729082985;0;107308.58729082985;107308.58729082985;0;107308.58729082985;0;0
8929;0;0;0;0;0;0;0;0;111044.23118851957;0;0;0;0;0;0
8930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8933;0;0;0;0;0;0;0;0;112448.7898153865;0;0;0;0;0;0
8934;0;0;0;110296.53839325176;0;0;0;0;0;0;0;110296.53839325176;0;110296.53839325176;110296.53839325176
8935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8937;0;0;0;0;0;0;0;0;113402.04081152569;0;0;0;0;0;0
8938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8939;100965.2048009458;100965.2048009458;100965.2048009458;0;100965.2048009458;100965.2048009458;100965.2048009458;100965.2048009458;0;100965.2048009458;100965.2048009458;0;100965.2048009458;0;0
8940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8941;0;0;0;111989.90943462496;0;0;0;0;114255.07357777942;0;0;111989.90943462496;0;111989.90943462496;111989.90943462496
8942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8945;0;0;0;0;0;0;0;0;115610.10902544213;0;0;0;0;0;0
8946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8948;0;0;0;113768.490590078;0;0;0;0;0;0;0;113768.490590078;0;113768.490590078;113768.490590078
8949;0;0;0;0;0;0;0;0;115861.06333079342;0;0;0;0;0;0
8950;103205.67509906451;103205.67509906451;103205.67509906451;0;103205.67509906451;103205.67509906451;103205.67509906451;103205.67509906451;0;103205.67509906451;103205.67509906451;0;103205.67509906451;0;0
8951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8953;0;0;0;0;0;0;0;0;115308.96029554526;0;0;0;0;0;0
8954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8955;0;0;0;113486.13526234805;0;0;0;0;0;0;0;113486.13526234805;0;113486.13526234805;113486.13526234805
8956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8957;0;0;0;0;0;0;0;0;115459.54357935817;0;0;0;0;0;0
8958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8961;101930.20967654348;101930.20967654348;101930.20967654348;0;101930.20967654348;101930.20967654348;101930.20967654348;101930.20967654348;111796.73836152854;101930.20967654348;101930.20967654348;0;101930.20967654348;0;0
8962;0;0;0;110550.87355875787;0;0;0;0;0;0;0;110550.87355875787;0;110550.87355875787;110550.87355875787
8963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8965;0;0;0;0;0;0;0;0;108286.20567747713;0;0;0;0;0;0
8966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8969;0;0;0;104373.78310149399;0;0;0;0;104927.96412150937;0;0;104373.78310149399;0;104373.78310149399;104373.78310149399
8970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8973;101740.45691699703;101740.45691699703;101740.45691699703;0;101740.45691699703;101740.45691699703;101740.45691699703;101740.45691699703;0;101740.45691699703;101740.45691699703;0;101740.45691699703;0;0
8974;0;0;0;0;0;0;0;0;124435.53145586266;0;0;0;0;0;0
8975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8977;0;0;0;110563.52875021248;0;0;0;0;0;0;0;110563.52875021248;0;110563.52875021248;110563.52875021248
8978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8979;0;0;0;0;0;0;0;0;119780.48620294267;0;0;0;0;0;0
8980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8984;0;0;0;0;0;0;0;0;112329.00212772876;0;0;0;0;0;0
8985;0;0;0;101787.44127304765;0;0;0;0;0;0;0;101787.44127304765;0;101787.44127304765;101787.44127304765
8986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8987;104430.06520063255;104430.06520063255;104430.06520063255;0;104430.06520063255;104430.06520063255;104430.06520063255;104430.06520063255;0;104430.06520063255;104430.06520063255;0;104430.06520063255;0;0
8988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8989;0;0;0;0;0;0;0;0;109129.84679289248;0;0;0;0;0;0
8990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8993;0;0;0;102744.25466417843;0;0;0;0;0;0;0;102744.25466417843;0;102744.25466417843;102744.25466417843
8994;0;0;0;0;0;0;0;0;120832.40985864979;0;0;0;0;0;0
8995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8998;0;0;0;0;0;0;0;0;107033.23378421657;0;0;0;0;0;0
8999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9000;106641.75756753059;106641.75756753059;106641.75756753059;105981.91874481984;106641.75756753059;106641.75756753059;106641.75756753059;106641.75756753059;0;106641.75756753059;106641.75756753059;105981.91874481984;106641.75756753059;105981.91874481984;105981.91874481984
9001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9002;0;0;0;0;0;0;0;0;113653.03591297651;0;0;0;0;0;0
9003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9006;0;0;0;0;0;0;0;0;117116.07009485614;0;0;0;0;0;0
9007;0;0;0;114728.79107235477;0;0;0;0;0;0;0;114728.79107235477;0;114728.79107235477;114728.79107235477
9008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9010;0;0;0;0;0;0;0;0;119425.72518353183;0;0;0;0;0;0
9011;105152.8915405973;105152.8915405973;105152.8915405973;0;105152.8915405973;105152.8915405973;105152.8915405973;105152.8915405973;0;105152.8915405973;105152.8915405973;0;105152.8915405973;0;0
9012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9014;0;0;0;116536.33149320523;0;0;0;0;117818.92628150854;0;0;116536.33149320523;0;116536.33149320523;116536.33149320523
9015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9018;0;0;0;0;0;0;0;0;115158.40821440371;0;0;0;0;0;0
9019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9021;0;0;0;112893.257440617;0;0;0;0;0;0;0;112893.257440617;0;112893.257440617;112893.257440617
9022;103271.22468135021;103271.22468135021;103271.22468135021;0;103271.22468135021;103271.22468135021;103271.22468135021;103271.22468135021;114505.98025187184;103271.22468135021;103271.22468135021;0;103271.22468135021;0;0
9023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9026;0;0;0;0;0;0;0;0;114004.25813023851;0;0;0;0;0;0
9027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9028;0;0;0;111087.0293193063;0;0;0;0;0;0;0;111087.0293193063;0;111087.0293193063;111087.0293193063
9029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9030;0;0;0;0;0;0;0;0;106833.39066011048;0;0;0;0;0;0
9031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9034;102333.91509822622;102333.91509822622;102333.91509822622;0;102333.91509822622;102333.91509822622;102333.91509822622;102333.91509822622;0;102333.91509822622;102333.91509822622;0;102333.91509822622;0;0
9035;0;0;0;0;0;0;0;0;117229.20595614688;0;0;0;0;0;0
9036;0;0;0;107779.13059570592;0;0;0;0;0;0;0;107779.13059570592;0;107779.13059570592;107779.13059570592
9037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9040;0;0;0;0;0;0;0;0;114328.15707493364;0;0;0;0;0;0
9041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9044;0;0;0;112291.12711242324;0;0;0;0;108591.65900513717;0;0;112291.12711242324;0;112291.12711242324;112291.12711242324
9045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9047;110309.72325997328;110309.72325997328;110309.72325997328;0;110309.72325997328;110309.72325997328;110309.72325997328;110309.72325997328;0;110309.72325997328;110309.72325997328;0;110309.72325997328;0;0
9048;0;0;0;0;0;0;0;0;126159.06501029385;0;0;0;0;0;0
9049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
