3.763;0.000;3.763
3.088;0.000;3.088
3.213;0.000;3.213
3.138;0.000;3.138
3.125;0.000;3.125
3.613;0.000;3.613
3.425;0.000;3.425
3.575;0.000;3.575
3.025;0.000;3.025
3.025;0.000;3.025
3.088;0.000;3.088
3.075;0.000;3.075
3.013;0.000;3.013
3.288;0.000;3.288
3.550;0.000;3.550
3.425;0.000;3.425
3.313;0.000;3.313
2.825;0.000;2.825
2.838;0.000;2.838
2.750;0.000;2.750
2.763;0.000;2.763
2.813;0.000;2.813
3.050;0.000;3.050
3.188;0.000;3.188
3.125;0.000;3.125
3.150;0.000;3.150
2.888;0.000;2.888
2.788;0.000;2.788
2.838;0.000;2.838
2.863;0.000;2.863
2.863;0.000;2.863
2.825;0.000;2.825
3.025;0.000;3.025
3.213;0.000;3.213
3.375;0.000;3.375
3.463;0.000;3.463
2.925;0.000;2.925
2.975;0.000;2.975
2.875;0.000;2.875
2.900;0.000;2.900
2.825;0.000;2.825
3.588;0.000;3.588
5.425;0.000;5.425
5.463;0.000;5.463
6.550;0.000;6.550
6.813;0.000;6.813
6.088;0.000;6.088
7.075;0.000;7.075
8.238;0.000;8.238
8.075;0.000;8.075
7.688;0.000;7.688
7.788;0.000;7.788
10.538;0.000;10.538
9.888;0.000;9.888
10.913;0.000;10.913
10.025;0.000;10.025
9.788;0.000;9.788
9.250;0.000;9.250
6.963;0.000;6.963
6.713;0.000;6.713
6.588;0.000;6.588
7.713;0.000;7.713
7.000;0.000;7.000
7.638;0.000;7.638
7.338;0.000;7.338
7.125;0.000;7.125
7.463;0.000;7.463
7.300;0.000;7.300
7.188;0.000;7.188
7.788;0.000;7.788
7.225;0.000;7.225
7.725;0.000;7.725
6.888;0.000;6.888
8.588;0.000;8.588
7.325;0.000;7.325
7.988;0.000;7.988
7.375;0.000;7.375
7.888;0.000;7.888
7.950;0.000;7.950
7.300;0.000;7.300
8.300;0.000;8.300
7.913;0.000;7.913
7.238;0.000;7.238
7.975;0.000;7.975
7.413;0.000;7.413
7.163;0.000;7.163
7.675;0.000;7.675
6.488;0.000;6.488
6.500;0.000;6.500
5.688;0.000;5.688
2.638;0.000;2.638
3.000;0.000;3.000
3.050;0.000;3.050
3.650;0.000;3.650
3.088;0.000;3.088
2.613;0.000;2.613
2.638;0.000;2.638
2.675;0.000;2.675
2.663;0.000;2.663
2.738;0.000;2.738
2.625;0.000;2.625
2.738;0.000;2.738
2.750;0.000;2.750
2.650;0.000;2.650
2.750;0.000;2.750
2.763;0.000;2.763
2.888;0.000;2.888
3.288;0.000;3.288
3.213;0.000;3.213
3.150;0.000;3.150
3.138;0.000;3.138
2.900;0.000;2.900
2.913;0.000;2.913
2.888;0.000;2.888
2.888;0.000;2.888
